sexo_cliente,region_cliente,nacionalidad_cliente,direccion_cliente,edad_cliente,codigo_cliente,nombre_cliente,numero_hijos_cliente,puntos_acumulados_cliente,estado_civil_cliente,total_compras_cliente,fecha_nacimiento_cliente,profesion_cliente
Empresa,Sur-Europa,Espana,via-E.-Giulioli--13-Roma,89,1179702V,Vine-Pizzeria,NULL,8,NULL,8,1929-11-07,Alimentacion
Mujer,Sur-Europa,Espana,Viale-Fulvio-Testi-300 --Milano,83,3735598M,Montoro-Ortiz-Azucena,2,7,Divorciado/a,10,1935-04-26,Ingenieros-&-Especialistas
Mujer,Norte-Europa,Reino-Unido,1-Wood-Lane--London-NW1,86,2621483E,Efemey-Clare,4,7,Casado/a,0,1932-09-04,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,V.-Mattonato-29--Milano,70,2752536B,Brenda-Fereser,NULL,11,NULL,10,1948-08-13,Servicios
Hombre,Norte-Europa,Reino-Unido,1-Hoxton-Square--London-NW1,58,4128785H,Hill-Donald,0,7,Soltero/a,12,1960-08-29,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,213-E-45th-St -New-York--NY-10005,85,1900557W,Warburton-Tony,2,8,Divorciado/a,4,1933-11-26,Ama-de-Casa
Hombre,Norte-Europa,Reino-Unido,Koniginstr.-34--Munchen,59,3342380M,Morgan-Ernest,3,7,Divorciado/a,8,1960-01-14,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,20-Chesham'S-Place--London-EC1,39,3932194M,Morgan-Joseph,0,10,Soltero/a,3,1979-10-01,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,65-Regent-Street--London-SW1,58,0131090J,Jamaican-Taberna,NULL,76,NULL,31,1960-01-26,Alimentacion
Empresa,Norte-Europa,Reino-Unido,The-Embankment--London-W2,39,0196653A,Azim,NULL,9,NULL,7,1979-10-08,Catering
Hombre,Norte-Europa,Reino-Unido,8-10-Dover-Street--London-SW1,42,2162736B,Brigham-Jhon,0,12,Soltero/a,9,1976-08-19,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,Ashley-Lane--London-EC1,39,0393225K,Kenney-Elisabeth,0,9,Soltero/a,9,1979-12-23,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,Kings-Arms-Yard--London-NW1,39,1507364S,Smith-Donald,0,7,Soltero/a,0,1979-12-08,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,102-Heath-Street--London-SW1,85,0393249P,Price-Gregory,0,8,Casado/a,8,1933-12-31,Ingenieros-&-Especialistas
Mujer,Sur-Europa,Espana,Strada-2-Milanofiori --Milano,83,2490375A,Aragon-Batlle-Cecilia,1,7,Casado/a,8,1935-06-07,Gerentes-&-Directivos
Empresa,Norteamerica,Estados-Unidos,213-E-45th-St -New-York--NY-10005,74,1769497N,Nimayak,NULL,8,NULL,3,1944-04-24,Catering
Mujer,Norteamerica,Estados-Unidos,232-Willow-Ave-#-1 -Hoboken--NJ-10018,49,2031657S,Sales-Clare,0,6,Soltero/a,3,1969-06-12,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,10-Rue-Chalgrin---75003-Paris,76,0589856C,Calder-Gerald,1,15,Casado/a,14,1942-08-29,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,79-Avenue-du-Maine---75003-Paris,88,1179673W,Wigens-Mark,0,7,Divorciado/a,7,1930-03-16,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,viale-XXI-Aprile--4-Roma,67,3670017A,Aragon-Batlle-Jordi,2,9,Casado/a,10,1951-04-07,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,3-Rue-de-l'Abbe-de-l'Epee---75015-Paris,93,2424872R,Riggs-Denis,0,8,Casado/a,6,1925-10-26,Ama-de-Casa
Mujer,Norte-Europa,Reino-Unido,111A-Westbourne-Grove--London-WC2E-8QH,52,3145762P,Parsons-Adeline,3,7,Casado/a,5,1966-11-23,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,53-South-Wark-Street--London-NW1,77,3801126W,Warmick-Clare,0,9,Soltero/a,9,1941-12-18,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Jaume-El-Conqueridor-67-08026-Barcelona,72,2949130A,Aguado-Blas-Antonio,1,9,Divorciado/a,5,1946-12-27,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Via-S-Sofia--16 --Milano,96,3604490V,Vazquez-Vilanova-Roberto,0,6,Viudo/a,6,1922-03-07,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,29-Kensington-Park-Road--London-W2,105,3997753S,Santer-Thomas,0,7,Soltero/a,9,1913-05-23,Ama-de-Casa
Mujer,Norte-Europa,Reino-Unido,35-Avenue-Raymond-Poincare---75015-Paris,66,0131127N,Needham-Helen,2,15,Casado/a,13,1952-05-16,Gerentes-&-Directivos
Empresa,Norte-Europa,Reino-Unido,19-Rue-Roger---64-Rue-Daguerre---75003-Paris,86,1245246P,Punjabi-Taberna,NULL,6,NULL,0,1932-07-27,Alimentacion
Mujer,Norte-Europa,Reino-Unido,9-Rue-du-Sommerard---75002-Paris,80,3407896A,Alan-Mary,0,10,Soltero/a,10,1938-08-19,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,2-Renfleld-Street--Liverpool-L69-7HY,54,0065539C,Cruise-Tony,0,12,Soltero/a,10,1964-11-08,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,999-11-St -Miami--FL-33015,74,0065595Y,Youngman-Frederick,0,11,Soltero/a,6,1944-06-17,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,29-Milner-Street--London-NW1,66,2424844M,Marrion-Mark,0,9,Divorciado/a,6,1952-11-12,Doctores-&-Profesionales-de-la-Salud
Empresa,Sur-Europa,Espana,Serragrossa-51-08011-Barcelona,58,0786485A,Austin,NULL,9,NULL,17,1960-08-04,Catering
Empresa,Norte-Europa,Reino-Unido,93-Blackburn-Street--Liverpool-L69-3BX,61,3932167G,Good-Inetentions,NULL,48,NULL,28,1957-06-15,Servicios
Empresa,Norteamerica,Estados-Unidos,106-W-32nd-St -New-York--NY-10003,67,2031637C,Connor,NULL,24,NULL,13,1951-07-28,Catering
Hombre,Sur-Europa,Espana,Cine-Jardin-59-08019-Barcelona,48,1441850M,Montoro-Ortiz-Roberto,2,6,Casado/a,7,1970-07-03,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,5-Rue-Poncelet---75003-Paris,40,3735587S,Spencer-Agatha,0,6,Soltero/a,5,1978-07-26,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,901-Avenue-Of-The-Americas -New-York--NY-10003,40,0065562M,Mackintosh-Agatha,0,7,Soltero/a,9,1978-11-20,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,192-Kensington-Park-Road--London-SW1,70,3866653A,Aedy-Elisabeth,2,6,Casado/a,8,1948-06-22,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Mauricio-Ravel--10--Madrid-28011,65,2621449T,Torrent-Leon-Eduardo,0,8,Soltero/a,4,1953-01-28,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,via-della-Stazione-Aurelia--99-Roma,72,2752558C,Castro-Morales-Paco,0,16,Soltero/a,21,1946-11-16,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Via-dei-Chiavari-4--Milano,50,2752574P,Prieto-Puig-FranciscoJavier,3,9,Casado/a,13,1968-11-13,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,24-30-Lexham-Gardens--London-EC3,100,1376293K,Kenney-Edgar,2,9,Casado/a,5,1918-09-16,Doctores-&-Profesionales-de-la-Salud
Empresa,Sur-Europa,Espana,C/-Cartagena-91-08028-Barcelona,54,3014712C,Coffee-Restaurant,NULL,17,NULL,21,1964-06-01,Alimentacion
Empresa,Norteamerica,Estados-Unidos,218-Lafayette-St -New-York--NY-10014,91,4063284S,Sum-Restaurant,NULL,15,NULL,9,1927-12-23,Alimentacion
Hombre,Norte-Europa,Reino-Unido,Schillerstrasse-49--Munchen,69,2949154G,Grubb-Cristopher,0,7,Soltero/a,7,1949-09-28,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Via-Baracchini-12 --Milano,40,0131087M,Montoro-Ortiz-Javier,0,7,Soltero/a,8,1978-02-15,Gerentes-&-Directivos
Empresa,Norteamerica,Estados-Unidos,330-Lafayette-St-#-330 -New-York--NY-10014,87,0720921P,Pasteur-Steakhouse,NULL,10,NULL,1,1931-07-10,Alimentacion
Hombre,Norte-Europa,Reino-Unido,43-South-Molton-Street--London-NW1,104,2621496F,Force-Edgar,1,9,Casado/a,6,1914-11-16,Ingenieros-&-Especialistas
Empresa,Norteamerica,Estados-Unidos,170-Orchard-St -New-York--NY-10003,79,3211289A,Austin,NULL,15,NULL,12,1939-12-26,Catering
Hombre,Sur-Europa,Espana,via-Vittorio-Veneto--62-Roma,72,3342337R,Ramis-Sagrista-Gerardo,0,8,Casado/a,13,1946-03-17,Ama-de-Casa
Hombre,Norte-Europa,Reino-Unido,1-Rue-Sainte-Opportune---75003-Paris,71,1638463B,Birch-Tony,0,8,Soltero/a,2,1948-01-04,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,Via-Curtatone--5--Florencia,100,3997737A,Acedo-Gomez-Andrea,4,7,Casado/a,3,1918-05-25,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,via-C.-Balbo--31-Roma,74,3473435L,Lorenzo-Feliu-Jesus,2,12,Casado/a,18,1944-05-03,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,3--Rue-de-Brey---75003-Paris,65,1638455W,Wiffort-Lewis,0,10,Soltero/a,8,1953-12-18,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,44-Claremont-Street--Liverpool-L69-3BX,51,0655374A,Adams-Jane,0,10,Casado/a,10,1967-12-25,Gerentes-&-Directivos
Empresa,Norte-Europa,Reino-Unido,39-Rue-du-Montparnasse---75002-Paris,92,0327713G,Gembers,NULL,9,NULL,6,1926-07-04,Servicios
Hombre,Sur-Europa,Espana,Via-Hoepli-6 --Milano,41,0851986V,Vazquez-Vilanova-Paco,0,9,Casado/a,4,1977-06-01,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,2-Rue-Monsigny---75002-Paris,65,3473459M,Mackintosh-Helen,4,9,Casado/a,12,1953-12-19,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,13-Rue-Lecluse---75001-Paris,45,2883607C,Calder-Denis,0,8,Soltero/a,6,1973-11-11,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,50-Bowery -New-York--NY-10013,97,0458770G,Grubb-Elisabeth,2,25,Casado/a,21,1921-05-09,Doctores-&-Profesionales-de-la-Salud
Empresa,Norte-Europa,Reino-Unido,95-Shaftesbury-Street--Liverpool-L70-2DH,45,2293812A,Aurora,NULL,8,NULL,9,1973-01-22,Catering
Empresa,Norte-Europa,Reino-Unido,47-Frith-Street--London-NW1,69,0983092B,Bamboo,NULL,11,NULL,3,1949-06-26,Servicios
Empresa,Norte-Europa,Reino-Unido,16-St-Barnabas-Street--London-W2,44,1507347M,Madhumalati,NULL,11,NULL,9,1974-05-31,Catering
Mujer,Sur-Europa,Espana,L'Escola-29-08024-Barcelona,50,1179699C,Carrasco-Carmona-Elvira,0,9,Soltero/a,8,1968-09-17,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Santa-Llucia-84-08033-Barcelona,39,0262197G,Guardiola-Gracia-Joan,0,10,Casado/a,5,1979-04-06,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,1-St-Mary-At-Hill--London-NW1,55,0196671M,Mckean-Dorothy,4,8,Casado/a,9,1963-12-22,Ingenieros-&-Especialistas
Mujer,Norte-Europa,Reino-Unido,100-Oxford-Street--London-NW1,70,2621471G,Gormeley-Deborah,0,11,Soltero/a,15,1948-03-01,Architectos-Decoradores-&-Humanistas
Empresa,Norteamerica,Estados-Unidos,246-Grand-St-Fl-1 -New-York--NY-10007,68,2359337N,Norma,NULL,13,NULL,9,1951-01-08,Catering
Hombre,Sur-Europa,Espana,Calderon-68-08031-Barcelona,82,2424876V,Vazquez-Vilanova-Alejandro,3,6,Viudo/a,6,1936-05-18,Architectos-Decoradores-&-Humanistas
Mujer,Norte-Europa,Reino-Unido,15-Bury-St--St-James'S--London-NW1,96,3604536L,Langford-Mary,0,10,Soltero/a,11,1922-04-23,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,Hotterstr.-18--Munchen,80,0655369B,Barclay-Edward,0,7,Soltero/a,5,1938-02-20,Economistas-Abogados-&-Admin.Empresas
Empresa,Norte-Europa,Reino-Unido,45-Ledbury-Road--London-NW1,54,0655416B,Bamboo,NULL,25,NULL,13,1964-05-02,Servicios
Mujer,Sur-Europa,Espana,Corso-Magenta-19 --Milano,63,2818072D,Delgado-Crespo-Cristina,2,10,Divorciado/a,11,1956-01-14,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Via-Viteuvio-48 --Milano,69,1769480E,Esteban-Galan-Jorge,0,10,Casado/a,6,1949-07-16,Ama-de-Casa
Mujer,Norteamerica,Estados-Unidos,688-10th-Ave -New-York--NY-10009,54,4128798G,Griffin-Eileen,3,8,Divorciado/a,7,1964-01-26,Doctores-&-Profesionales-de-la-Salud
Empresa,Sur-Europa,Espana,Viale-Suzzani--13 --Milano,92,3145775E,Elsie's,NULL,11,NULL,12,1926-10-07,Servicios
Hombre,Norte-Europa,Reino-Unido,184A-Kensington-Park-Road--London-SW1,43,0720958T,Thornton-Jhon,0,8,Soltero/a,4,1975-06-23,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,Seidlstrasse-2--Munchen,43,2359315H,Hacker-Emily,0,13,Soltero/a,13,1975-11-18,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Via-Spallanzani-27 --Milano,61,3670059E,Esteban-Galan-Lorenzo,4,9,Casado/a,5,1957-12-16,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,41-Queens-Gate-Gardens--London-EC1,89,1179651C,Coleman-Nicholas,2,13,Divorciado/a,11,1929-10-16,Ingenieros-&-Especialistas
Mujer,Sur-Europa,Espana,Pez-Volador--1--Madrid-28010,65,2883592A,Almirall-Castrillo-Magdalena,2,7,Casado/a,10,1953-06-16,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Via-delle-Ruote--50--Florencia,41,1703947P,Pascual-Pastor-Roger,0,9,Soltero/a,4,1977-05-09,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,Via-Manin--7 --Milano,105,2031639G,Gil-Montoya-Raul,0,9,Soltero/a,10,1913-09-10,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Via-del-Giglio--9--Florencia,39,2818090P,Piqueras-Nieto-Jesus,0,10,Soltero/a,9,1979-09-11,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,381-Broadway -New-York--NY-10016,83,3473422L,Lights-Tom,2,21,Divorciado/a,20,1935-08-29,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,15-Bury-St--St-James'S--London-NW1,82,3080192C,Chellew-Cristopher,2,10,Casado/a,14,1936-05-19,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Calderon-68-08031-Barcelona,79,0262205M,Montoro-Ortiz-Francisco,3,5,Casado/a,4,1939-02-23,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,12-Berkeley-Square--London-SW1,85,1703967S,Sullivan-Tom,2,9,Casado/a,8,1933-08-20,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,62-Greenwich-Ave -New-York--NY-10018,75,0655418H,Howard-Hugh,1,12,Casado/a,6,1943-05-22,Economistas-Abogados-&-Admin.Empresas
Mujer,Sur-Europa,Espana,Via-Ludovico-Ariosto-22 --Milano,42,1441823G,Gonzalez-Herrera-Ester,0,7,Soltero/a,6,1976-12-30,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,496-Laguardia-Pl -New-York--NY-10014,107,3801091A,Aedy-Daniel,2,10,Divorciado/a,7,1911-03-23,Gerentes-&-Directivos
Empresa,Norte-Europa,Reino-Unido,17-Place-du-Pantheon---75002-Paris,84,2818061T,Tadhg,NULL,18,NULL,10,1934-03-16,Catering
Hombre,Sur-Europa,Espana,Via-Michele-di-Lando--3--Florencia,41,3211267A,Aguado-Blas-Sergio,0,9,Soltero/a,7,1977-01-25,Economistas-Abogados-&-Admin.Empresas
Mujer,Sur-Europa,Espana,La-Salle-4-08017-Barcelona,67,0327700M,Moreno-Muniesa-Cristina,0,8,Divorciado/a,3,1951-02-07,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,31-35-Courtfield-Gardens--London-EC1,85,0196640B,Buco-Restaurant,NULL,14,NULL,20,1933-05-13,Alimentacion
Mujer,Norte-Europa,Reino-Unido,3-Rue-Cambon---75003-Paris,69,1900599B,Burton-Jennifer,0,12,Divorciado/a,7,1949-08-21,Doctores-&-Profesionales-de-la-Salud
Empresa,Norteamerica,Estados-Unidos,40-E-4th-St -New-York--NY-10003,41,2162721P,Ponderoso-Furniture,NULL,14,NULL,13,1977-12-04,Servicios
Hombre,Sur-Europa,Espana,Els-Canalons-30-08032-Barcelona,101,2359357R,Rovira-Soriano-Agustin,1,6,Casado/a,10,1917-08-03,Architectos-Decoradores-&-Humanistas
Mujer,Norte-Europa,Reino-Unido,438-King'S-Road--London-W2,50,1507350H,Hacker-Mary,0,7,Soltero/a,5,1968-08-19,Ingenieros-&-Especialistas
Empresa,Norte-Europa,Reino-Unido,127-Ledbury-Road--London-SW1,41,3276829I,Indonesia-Steakhouse,NULL,11,NULL,12,1977-05-07,Alimentacion
Hombre,Norteamerica,Estados-Unidos,35-Lispenard-St -New-York--NY-10013,63,1376318G,Gentle-James,2,11,Casado/a,10,1955-12-07,Gerentes-&-Directivos
Empresa,Sur-Europa,Espana,Arturo-Soria--14--Madrid-28021,65,1966127C,Carloine,NULL,11,NULL,12,1953-08-04,Servicios
Mujer,Norteamerica,Estados-Unidos,6742-Collins-Ave -Miami--FL-33021,74,2818058W,Walsh-Judith,3,10,Casado/a,7,1944-08-21,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Galdo--2--Madrid-28022,69,3211280E,Estrada-Guerrero-Tomas,0,7,Divorciado/a,5,1949-11-14,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,35-Coupar-Street--Liverpool-L69-7HY,39,0065598H,Humphrey-Arthur,0,10,Soltero/a,2,1979-09-22,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,C/-Harmonia-84-08022-Barcelona,49,0524298C,Callejo-Valls-Natalia,2,10,Divorciado/a,5,1969-08-21,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Poligon-Industrial-Sud-11-08023-Barcelona,54,1769477C,Corrales-Diaz-Joan,1,10,Casado/a,6,1964-04-23,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Via-Cimarosa-6 --Milano,81,1900575A,Acedo-Gomez-Claudio,0,9,Soltero/a,3,1937-08-07,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,via-L.-Luttazzi--31-Roma,94,0393267P,Prieto-Puig-Francisco,0,5,Soltero/a,5,1924-07-03,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,Hochstrasse-45--Munchen,43,3407934W,Walker-Andrew,0,10,Soltero/a,2,1975-07-06,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,Arnulfstrasse-12--Munchen,70,0786444M,Mckean-Joseph,0,7,Soltero/a,13,1949-01-04,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,Dachauer-Strasse-91--Munchen,58,1245206W,Warburton-Hugh,3,8,Casado/a,5,1960-07-06,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Sant-Maure-39-08021-Barcelona,41,3211323S,Saez-Abellan-Marc,0,8,Soltero/a,5,1977-11-11,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,111-W-42nd-St -New-York--NY-10016,66,0589836T,Trow-Alfred,2,13,Casado/a,10,1952-11-28,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,Leicester-Square--London-NW1,41,1638460H,Hill-Gerald,0,9,Soltero/a,6,1977-03-29,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,piazza-Vittorio-Emanuele--105-Roma,77,1376305T,Torrent-Leon-Eulalia,0,6,Divorciado/a,13,1941-12-18,Economistas-Abogados-&-Admin.Empresas
Empresa,Norte-Europa,Reino-Unido,21-Wellington-Street--London-SW1,84,0786433C,Cadence,NULL,11,NULL,16,1934-12-23,Servicios
Hombre,Sur-Europa,Espana,C/-Cantabria-55-08022-Barcelona,47,0000032P,Pellisa-Galcera-Gerardo,0,7,Soltero/a,3,1971-02-11,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,Angel--18--Madrid-28016,80,3604541P,Pascual-Pastor-Pilar,3,7,Casado/a,6,1938-10-19,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,Viale-Brianza-50 --Milano,72,1966112P,Pellisa-Galcera-Mateo,2,10,Casado/a,12,1946-09-06,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,301-SE-19th-St -Fort-Lauderdale--FL-33041,92,3014687B,Bolan-Alexander,4,8,Divorciado/a,5,1926-12-20,Ingenieros-&-Especialistas
Mujer,Norteamerica,Estados-Unidos,413-Greenwich-St -New-York--NY-10008,104,4063247B,Black-Judith,0,8,Casado/a,0,1915-01-10,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,Baumkirchner-Strasse-17--Munchen,74,3342344E,Embury-Tom,0,5,Viudo/a,8,1944-03-03,Architectos-Decoradores-&-Humanistas
Hombre,Norteamerica,Estados-Unidos,194-Grand-St -New-York--NY-10013,99,1835024G,Gentle-Joseph,3,9,Casado/a,4,1919-07-09,Ingenieros-&-Especialistas
Hombre,Norteamerica,Estados-Unidos,109-Washington-St -New-York--NY-10013,43,1114125G,Gentle-Edward,0,8,Soltero/a,11,1975-03-22,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,423-16-St -Miami--FL-33014,76,1572893K,Kodan-Jacqueline,0,9,Soltero/a,8,1942-07-05,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,329-Central-Markets--London-SW1,73,2687004M,Mackintosh-Alfred,2,6,Divorciado/a,5,1945-06-02,Gerentes-&-Directivos
Empresa,Sur-Europa,Espana,Via-Manzoni-29 --Milano,87,0524347T,Tonya,NULL,27,NULL,22,1931-11-03,Catering
Hombre,Sur-Europa,Espana,C/-Honduras-35-08029-Barcelona,78,0327735P,Padilla-Valverde-Alberto,0,8,Casado/a,3,1940-03-30,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Via-Arimondi-12 --Milano,40,3211268A,Alvarez-Arenas-Jesus,0,11,Soltero/a,6,1978-02-22,Gerentes-&-Directivos
Empresa,Norteamerica,Estados-Unidos,125-E-23rd-St-Fl-1 -New-York--NY-10015,89,1310740X,Xervet,NULL,7,NULL,6,1929-03-14,Servicios
Empresa,Sur-Europa,Espana,Via-Ozanam-1 --Milano,64,3735560N,Nimayak,NULL,50,NULL,24,1954-01-22,Catering
Empresa,Norteamerica,Estados-Unidos,192-E-2nd-St -New-York--NY-10008,84,1114149G,Glory-brilliant,NULL,57,NULL,18,1934-09-02,Catering
Hombre,Norte-Europa,Reino-Unido,21-Warwick-Street-(Picadilly)--London-W2,55,0720939G,Griffin-Donald,4,11,Divorciado/a,12,1963-10-11,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,21-Rue-Saint-Didier---75003-Paris,83,2293780M,Marrion-Clare,1,9,Casado/a,3,1935-07-18,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Piazza-San-Giovanni-8--Florencia,42,0917524S,Salas-Figueroa-Roberto,0,10,Soltero/a,3,1976-03-05,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,213-Pearl-St-Fl-2 -New-York--NY-10016,56,4063238G,Griffin-Eve,0,18,Divorciado/a,12,1962-09-05,Gerentes-&-Directivos
Empresa,Sur-Europa,Espana,Via-Manin--7 --Milano,49,0786453E,East-Restaurant,NULL,7,NULL,5,1969-07-20,Alimentacion
Mujer,Sur-Europa,Espana,Via-Del-Mare-93 --Milano,51,3538945P,Pellisa-Galcera-Meritxell,0,6,Viudo/a,9,1967-10-06,Ingenieros-&-Especialistas
Mujer,Sur-Europa,Espana,Echegaray--1--Madrid-28015,66,2097211G,Guardiola-Gracia-Julia,0,9,Soltero/a,5,1952-11-29,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,6-7-Lisle-Street--London-SW1,97,1245186G,Griffin-Ernest,1,7,Casado/a,7,1922-01-04,Ingenieros-&-Especialistas
Mujer,Norteamerica,Estados-Unidos,276-Canal-St-Fl-1 -New-York--NY-10016,83,0917508W,Wiffort-Agatha,0,10,Soltero/a,6,1935-03-18,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,piazza-Trinita'-dei-Monti--17-Roma,91,2424884B,Boada-Larrea-Tomas,0,14,Divorciado/a,19,1927-02-03,Gerentes-&-Directivos
Empresa,Sur-Europa,Espana,via-Giulia--62-Roma,51,4128772T,Tai,NULL,24,NULL,12,1967-04-05,Catering
Hombre,Norte-Europa,Reino-Unido,74-Queen-Victoria-Street--London-NW1,46,2555913B,Burr-Gerald,1,8,Casado/a,5,1973-01-03,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,35-Avenue-des-Ternes---75015-Paris,83,0000038M,Marrion-Hugh,0,7,Soltero/a,5,1935-10-15,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,50-Broad-St -New-York--NY-10007,63,2293772G,Griffin-Ernest,2,13,Divorciado/a,7,1955-06-11,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,512-Washington-St -Hoboken--NJ-10015,83,0327722O,O'Connor-Emily,2,11,Divorciado/a,4,1935-03-05,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,300-Grand-St -New-York--NY-10014,60,0196666T,Trow-Edgar,0,11,Soltero/a,17,1958-11-30,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,5048-S-Sthy-7 -Fort-Lauderdale--FL-33038,67,3473417K,King-Arthur,2,10,Casado/a,8,1951-10-27,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,144-Rue-de-la-Tombe-Issoire---75001-Paris,69,2293805S,Spencer-Helen,0,11,Divorciado/a,4,1949-07-27,Economistas-Abogados-&-Admin.Empresas
