"1114160W","Walker Joseph ","Hombre ",19360221,"Soltero/a","6 Clydeside Expressway ,Liverpool L3 5UX","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",22,12
"1114161G","Grant Daniel","Hombre ",19450430,"Soltero/a","Balanstrasse 238, München ","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",16,15
"1048626E","Enchilada Casa","Empresa",19671206,,"130 Sussex Gardens ,London EC1","Alimentación",,"Norte Europa","Reino Unido ",14,12
"1048627S","Shaver Joseph ","Hombre ",19261023,"Casado/a ","111 E 49th St  New York, NY 10009 ","Economistas,Abogados & Admin.Empresas ",0,"Norteamérica","Estados Unidos",8,7
"1114162M","Mateo Mir Andrea","Mujer",19731016,"Casado/a ","Via Medici, 3 , Milano","Economistas,Abogados & Admin.Empresas ",3,"Sur Europa","España",6,5
"1114163A","Azalia","Empresa",19310813,,"420 Lincoln Rd  Miami, FL 33019 ","Catering",,"Norteamérica","Estados Unidos",27,43
"1179696H","Holmes Ernest ","Hombre ",19711031,"Soltero/a","17-25 Sloane Street ,London EC1 ","Architectos,Decoradores & Humanistas",0,"Norte Europa","Reino Unido ",13,14
"1179697W","Wilkinson Cristopher","Hombre ",19440928,"Casado/a ","Hialeah, FL 33014 ","Gerentes & Directivos ",2,"Norteamérica","Estados Unidos",14,17
"1245232A","Appleton Edgar","Hombre ",19770303,"Soltero/a","192 E 2nd St  New York, NY 10008","Doctores & Profesionales de la Salud",0,"Norteamérica","Estados Unidos",1,6
"1245233B","Bosch Pérez Alejandra ","Mujer",19650730,"Casado/a ","Xorrador 25 08033 Barcelona ","Doctores & Profesionales de la Salud",2,"Sur Europa","España",0,7
"1179698B","Burton Jacqueline ","Mujer",19710602,"Soltero/a","56 W 56th St  New York, NY 10008","Ingenieros & Especialistas",0,"Norteamérica","Estados Unidos",6,5
"1179699C","Carrasco Carmona Elvira ","Mujer",19680917,"Soltero/a","L'Escola 29 08024 Barcelona ","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",8,9
"1245234S","Serralta Rodrigo Sergio ","Hombre ",19500802,"Soltero/a","Via Sant'Antonino, 3 ,Florencia ","Doctores & Profesionales de la Salud",0,"Sur Europa","España",6,8
"1245235K","King Flora","Mujer",19550112,"Casado/a ","111 E 49th St  New York, NY 10009 ","Ama de Casa ",2,"Norteamérica","Estados Unidos",8,6
"1048628K","Kennedy Gregory ","Hombre ",19710428,"Casado/a ","160 Broadway  New York, NY 10011","Architectos,Decoradores & Humanistas",0,"Norteamérica","Estados Unidos",6,8
"1048629R","Roca Sacristán Oscar","Hombre ",19140615,"Soltero/a","Glta. Puerta de Toledo, 4, Madrid 28011 ","Architectos,Decoradores & Humanistas",0,"Sur Europa","España",14,11
"1114164L","Lights Jacqueline ","Mujer",19400714,"Soltero/a","37 West Greenhill Street ,Liverpool L69 2DH ","Architectos,Decoradores & Humanistas",0,"Norte Europa","Reino Unido ",9,7
"1114165S","Shaver Frederick","Hombre ",19580620,"Soltero/a","Harewood Row ,London EC1","Ingenieros & Especialistas",0,"Norte Europa","Reino Unido ",4,7
"1048630T","Tate","Empresa",19410106,,"76 Tradeston Street ,Liverpool L70 2DH","Catering",,"Norte Europa","Reino Unido ",13,7
"1048631A","Arnoop Charles","Hombre ",19500115,"Casado/a ","1 Station Parade, Burlington Lane, Chiswick ,London SW1 ","Ama de Casa ",0,"Norte Europa","Reino Unido ",10,5
"1114166B","Bush Tom","Hombre ",19500430,"Divorciado/a ","158 Hialeah Dr  Hialeah, FL 33017 ","Ingenieros & Especialistas",2,"Norteamérica","Estados Unidos",20,26
"1114167M","Morgan Clare","Mujer",19721011,"Casado/a ","983 1st Ave  New York, NY 10009 ","Doctores & Profesionales de la Salud",1,"Norteamérica","Estados Unidos",3,10
"1179700C","Carey ","Empresa",19270106,,"24 Rue Cels , 75003 Paris ","Servicios ",,"Norte Europa","Reino Unido ",2,10
"1179701F","Fish Restaurant ","Empresa",19751018,,"52 Lime Street ,London NW1","Alimentación",,"Norte Europa","Reino Unido ",9,11
"1245236S","Soto Ros Itziar ","Mujer",19360319,"Casado/a ","Via Fauche 15 , Milano","Gerentes & Directivos ",2,"Sur Europa","España",0,10
"1245237R","Roberts Peter ","Hombre ",19150516,"Casado/a ","49-50 Cartwright Gardens ,London EC3","Architectos,Decoradores & Humanistas",2,"Norte Europa","Reino Unido ",3,7
"1179702V","Vine Pizzeria ","Empresa",19291107,,"via E. Giulioli, 13 Roma","Alimentación",,"Sur Europa","España",8,8
"1179703H","Hannah","Empresa",19550527,,"24 Rue de Bassano , 75003 Paris ","Catering",,"Norte Europa","Reino Unido ",10,15
"1245238P","Pons Romera Miguel","Hombre ",19430630,"Casado/a ","Lopez de Hoyos, 4, Madrid 28010 ","Economistas,Abogados & Admin.Empresas ",2,"Sur Europa","España",13,10
"1245239A","Arnoop Jennifer ","Mujer",19520919,"Divorciado/a ","800 NE 163rd St  Miami, FL 33030","Architectos,Decoradores & Humanistas",2,"Norteamérica","Estados Unidos",7,9
"1310768M","Mahari","Empresa",19430119,,"Engelschalkingerstrasse 245, München","Catering",,"Norte Europa","Reino Unido ",7,12
"1310769C","Coleman Gregory ","Hombre ",19460626,"Casado/a ","Direccion ,London SW1 ","Ingenieros & Especialistas",2,"Norte Europa","Reino Unido ",1,8
"1376304A","Asensio Laseca Eduardo","Hombre ",19211214,"Casado/a ","Cervantes, 34, 1º Izda., Madrid 28020 ","Ingenieros & Especialistas",4,"Sur Europa","España",0,7
"1376305T","Torrent León Eulalia","Mujer",19411218,"Divorciado/a ","piazza Vittorio Emanuele, 105 Roma","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",13,6
"1310770S","Serralta Rodrigo Cecilia","Mujer",19620324,"Casado/a ","Fuencarral, 17, 1º, Madrid 28034","Architectos,Decoradores & Humanistas",2,"Sur Europa","España",24,21
"1310771S","Sullivan Thomas ","Hombre ",19480920,"Soltero/a","103 Washington St # 103  New York, NY 10012 ","Architectos,Decoradores & Humanistas",0,"Norteamérica","Estados Unidos",7,9
"1376306C","Connor","Empresa",19531209,,"901 Avenue Of The Americas  New York, NY 10003","Catering",,"Norteamérica","Estados Unidos",6,9
"1376307R","Riera Herránz Lorenzo ","Hombre ",19401015,"Casado/a ","Sor Elena Picurelli 68 08014 Barcelona","Ama de Casa ",0,"Sur Europa","España",8,6
"1441840M","Marqués Acereda Mario ","Hombre ",19590927,"Casado/a ","Isabel La Catòlica 56 08025 Barcelona ","Architectos,Decoradores & Humanistas",2,"Sur Europa","España",7,10
"1441841C","Court Restaurant","Empresa",19210312,,"2700 Davie Rd  Fort Lauderdale, FL 33020","Alimentación",,"Norteamérica","Estados Unidos",14,10
"1507376M","Mahatapaswi ","Empresa",19350704,,"43 Molendinar Street ,Liverpool L70 2DH ","Catering",,"Norte Europa","Reino Unido ",30,52
"1507377M","Mariscal Ordóñez Raúl ","Hombre ",19600907,"Casado/a ","via Vicenza, 8 Roma ","Architectos,Decoradores & Humanistas",0,"Sur Europa","España",14,10
"1441842M","Marqués Acereda Daniel","Hombre ",19720821,"Soltero/a","Gran Vía, 15, 4º Dcha., Madrid 28034","Doctores & Profesionales de la Salud",0,"Sur Europa","España",7,10
"1441843C","Calder Frederick","Hombre ",19450325,"Divorciado/a ","1351 NW 12th St  Miami, FL 33020","Ingenieros & Especialistas",3,"Norteamérica","Estados Unidos",3,6
"1507378M","Morgan Esther ","Mujer",19490311,"Casado/a ","71 Hampstead High Street ,London SW1","Ingenieros & Especialistas",0,"Norte Europa","Reino Unido ",29,23
"1507379B","Boat Café ","Empresa",19260924,,"Av. Diagonal 34 08013 Barcelona ","Alimentación",,"Sur Europa","España",2,7
"1310772H","Hetfield Flora","Mujer",19551228,"Casado/a ","76 Tradeston Street ,Liverpool L70 2DH","Doctores & Profesionales de la Salud",3,"Norte Europa","Reino Unido ",4,7
"1310773G","Grove Frederick ","Hombre ",19120617,"Soltero/a","26B Albemarie Street (Green Park) ,London SW1 ","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",22,21
"1376308M","Mackintosh Arthur ","Hombre ",19651130,"Soltero/a","1/2 Leicester Street ,London SW1","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",1,8
"1376309M","Mackintosh Gregory","Hombre ",19480204,"Casado/a ","Mariannenstr. 1, München","Ingenieros & Especialistas",4,"Norte Europa","Reino Unido ",0,9
"1310774S","Salas Figueroa Paco ","Hombre ",19150728,"Casado/a ","Tutor, 37, Madrid 28019 ","Ama de Casa ",0,"Sur Europa","España",7,7
"1310775S","Sandoval Romero Magdalena ","Mujer",19400610,"Casado/a ","via C. Balbo, 31 Roma ","Gerentes & Directivos ",4,"Sur Europa","España",10,9
"1376310A","Alvarez Arenas Maria del Pilar","Mujer",19350213,"Divorciado/a ","Via Cimarosa 6 , Milano ","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",13,6
"1376311N","Nilalochan","Empresa",19640904,,"Upper Woburn Place ,London EC3","Catering",,"Norte Europa","Reino Unido ",0,8
"1441844G","Gil Montoya Rubén ","Hombre ",19750313,"Soltero/a","Ronda de Atocha, 3, 7º, Madrid 28020","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",3,10
"1441845F","Festival","Empresa",19311015,,"150 Notting Hill Gate ,London W2","Servicios ",,"Norte Europa","Reino Unido ",19,41
"1507380N","Nilagagan ","Empresa",19560603,,"C/ Mallorca 20 08020 Barcelona","Catering",,"Sur Europa","España",5,9
"1507381P","Pearl Homestead ","Empresa",19310121,,"Bayerstrasse 43, München","Alimentación",,"Norte Europa","Reino Unido ",15,12
"1441846S","Shaver Edgar","Hombre ",19480520,"Casado/a ","1950 Eisenhower Blvd  Fort Lauderdale, FL 33034 ","Architectos,Decoradores & Humanistas",4,"Norteamérica","Estados Unidos",5,9
"1441847C","Chellew Cristopher","Hombre ",19751130,"Casado/a ","84-86 Wardour Street ,London W2 ","Ingenieros & Especialistas",0,"Norte Europa","Reino Unido ",5,5
"1507382N","Needham William ","Hombre ",19721002,"Casado/a ","61 Elizabeth Street ,London W2","Economistas,Abogados & Admin.Empresas ",2,"Norte Europa","Reino Unido ",3,5
"1507383O","O'Connor Elisabeth","Mujer",19660624,"Casado/a ","308 3rd Ave Fl 1  New York, NY 10007","Ama de Casa ",0,"Norteamérica","Estados Unidos",8,9
"1048632N","Nigam ","Empresa",19780827,,"Harlington Corner & Bath Road ,London EC1 ","Catering",,"Norte Europa","Reino Unido ",12,12
"1048633J","Jiménez Grau Eulalia","Mujer",19690608,"Divorciado/a ","via Principe Amedeo, 3 Roma ","Architectos,Decoradores & Humanistas",2,"Sur Europa","España",5,8
"1114168F","For you allonne ","Empresa",19720703,,"118 Fulton St  New York, NY 10013 ","Servicios ",,"Norteamérica","Estados Unidos",12,14
"1114169M","Montoro Ortiz Narciso ","Hombre ",19450103,"Casado/a ","via V. Talli, 154, Milano ","Economistas,Abogados & Admin.Empresas ",2,"Sur Europa","España",7,6
"1048634A","Adams Edgar ","Hombre ",19371002,"Soltero/a","63 Rue de Richelieu , 75003 Paris ","Economistas,Abogados & Admin.Empresas ",0,"Norte Europa","Reino Unido ",7,10
"1048635P","Pasta Restaurant","Empresa",19270919,,"Oskar-Von-Miller-Ring 3, München","Alimentación",,"Norte Europa","Reino Unido ",9,9
"1114170T","Taylor Dorothy","Mujer",19550727,"Divorciado/a ","535 King'S Road ,London SW1 ","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",5,7
"1114171N","Name magnificent","Empresa",19320614,,"755 Fulham Road ,London SW1 ","Catering",,"Norte Europa","Reino Unido ",11,10
"1179704S","Sushi Steakhouse","Empresa",19400613,,"via Borgo Pio, 134 Roma ","Alimentación",,"Sur Europa","España",11,10
"1179705T","Trow Charles","Hombre ",19520618,"Casado/a ","The Strand ,London SW1","Ingenieros & Especialistas",3,"Norte Europa","Reino Unido ",5,7
"1245240S","Shaver Cristopher ","Hombre ",19360127,"Divorciado/a ","77 Dean Street ,London W2 ","Economistas,Abogados & Admin.Empresas ",0,"Norte Europa","Reino Unido ",10,9
"1245241R","Roca Sacristán Eduard ","Hombre ",19750406,"Soltero/a","via Lombardia, 30 Roma","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",9,9
"1179706G","Grubb Dorothy ","Mujer",19210422,"Viudo/a","68-69 Queen'S Gate Gardens ,London EC1","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",3,6
"1179707O","Oxley Emily ","Mujer",19780812,"Soltero/a","15 Cromwell Place ,London EC1 ","Ama de Casa ",0,"Norte Europa","Reino Unido ",10,8
"1245242B","Boychicks Restaurant","Empresa",19230527,,"51 Moscow Road, Bayswater ,London NW1 ","Alimentación",,"Norte Europa","Reino Unido ",11,33
"1245243G","Grill Steakhouse","Empresa",19670622,,"Via Hoepli 6 , Milano ","Alimentación",,"Sur Europa","España",16,19
"1048636R","Roca Sacristán Valentín ","Hombre ",19500119,"Viudo/a","Piazza del Parlamento 4, Milano ","Doctores & Profesionales de la Salud",2,"Sur Europa","España",8,9
"1048637T","Tusante ","Empresa",19210914,,"20 Castle Street ,Liverpool L69 7HY ","Catering",,"Norte Europa","Reino Unido ",15,12
"1114172P","Price Alfred","Hombre ",19491003,"Casado/a ","86 W 3rd St  New York, NY 10008 ","Architectos,Decoradores & Humanistas",0,"Norteamérica","Estados Unidos",1,8
"1114173M","Muñoz Núñez Inés","Mujer",19700707,"Casado/a ","Via dei Chiavari, 12 Roma ","Economistas,Abogados & Admin.Empresas ",3,"Sur Europa","España",25,19
"1048638G","Griffin Demi","Mujer",19770719,"Soltero/a","Ismaningerstrasse 42-44, München","Ingenieros & Especialistas",0,"Norte Europa","Reino Unido ",10,12
"1048639M","Montoro Ortiz David ","Hombre ",19480907,"Divorciado/a ","C/ Aragón 97 08015 Barcelona","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",0,10
"1114174D","Docherty Jhon ","Hombre ",19730713,"Casado/a ","3400 SW 9th Ave  Oakland Park, FL 33035 ","Doctores & Profesionales de la Salud",3,"Norteamérica","Estados Unidos",14,13
"1114175B","Bush Esther ","Mujer",19420716,"Divorciado/a ","20475 Biscayne Blvd  Miami, FL 33012","Economistas,Abogados & Admin.Empresas ",2,"Norteamérica","Estados Unidos",27,35
"1179708F","Force Elisabeth ","Mujer",19761125,"Soltero/a","Hamilton Place ,London NW1","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",4,5
"1179709C","Cruise Frederick","Hombre ",19630101,"Casado/a ","55 Rue de Plaisance , 75001 Paris ","Gerentes & Directivos ",2,"Norte Europa","Reino Unido ",6,7
"1245244W","Wigens Ernest ","Hombre ",19730328,"Casado/a ","Bayerstrasse 31, München","Gerentes & Directivos ",3,"Norte Europa","Reino Unido ",6,6
"1245245M","Madhur","Empresa",19481126,,"463 W Broadway  New York, NY 10007","Catering",,"Norteamérica","Estados Unidos",19,22
"1179710A","Aparicio Arqués Rubén ","Hombre ",19601215,"Casado/a ","Via Spallanzani 27 , Milano ","Gerentes & Directivos ",2,"Sur Europa","España",13,16
"1179711K","Kodan Frederick ","Hombre ",19530211,"Casado/a ","51 Moscow Road, Bayswater ,London NW1 ","Doctores & Profesionales de la Salud",1,"Norte Europa","Reino Unido ",19,9
"1245246P","Punjabi Taberna ","Empresa",19320727,,"19 Rue Roger - 64 Rue Daguerre , 75003 Paris","Alimentación",,"Norte Europa","Reino Unido ",0,6
"1245247C","Corns Olivia","Mujer",19390516,"Casado/a ","Hialeah, FL 33014 ","Gerentes & Directivos ",0,"Norteamérica","Estados Unidos",8,10
"1310776N","Nigam ","Empresa",19310130,,"1 Hoxton Square ,London NW1 ","Catering",,"Norte Europa","Reino Unido ",9,14
"1310777S","Syrane","Empresa",19221219,,"Pariserstr.19, München","Servicios ",,"Norte Europa","Reino Unido ",4,9
"1376312B","Barclay Eileen","Mujer",19700423,"Divorciado/a ","135 E 45th St  New York, NY 10016 ","Economistas,Abogados & Admin.Empresas ",2,"Norteamérica","Estados Unidos",13,14
"1376313C","Cody","Empresa",19360227,,"48 Leicester Square ,London NW1 ","Catering",,"Norte Europa","Reino Unido ",13,22
"1310778F","Ferrero Bautista Mateo","Hombre ",19190817,"Casado/a ","C/ Mayor 32 08028 Barcelona ","Economistas,Abogados & Admin.Empresas ",2,"Sur Europa","España",3,8
"1310779M","Miller Jennifer ","Mujer",19700428,"Casado/a ","21 Romilly Street ,London EC1 ","Gerentes & Directivos ",3,"Norte Europa","Reino Unido ",5,7
"1376314B","Burguera Liria Claudio","Hombre ",19521217,"Divorciado/a ","Gran Vía, 44 - 5º y 6º, Madrid 28015","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",29,23
"1376315T","Thornton Frederick","Hombre ",19370118,"Soltero/a","33 Roland Gardens ,London EC1 ","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",8,7
"1441848G","Gold Restaurant ","Empresa",19550524,,"via Pinciana, 31 Roma ","Alimentación",,"Sur Europa","España",8,16
"1441849W","Wiffort Henry ","Hombre ",19380918,"Casado/a ","10 Rue du Bois de Boulogne , 75003 Paris","Economistas,Abogados & Admin.Empresas ",1,"Norte Europa","Reino Unido ",5,11
"1507384W","Walker Eric ","Hombre ",19601107,"Casado/a ","Steiner Strasse 20, München ","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",9,6
"1507385S","Sáez Abellán Claudio","Hombre ",19361114,"Casado/a ","Via Cadibona 2/A , Milano ","Doctores & Profesionales de la Salud",2,"Sur Europa","España",13,16
"1441850M","Montoro Ortiz Roberto ","Hombre ",19700703,"Casado/a ","Cine Jardín 59 08019 Barcelona","Economistas,Abogados & Admin.Empresas ",2,"Sur Europa","España",7,6
"1441851H","Hacker James","Hombre ",19350401,"Soltero/a","20 Chesham Place ,London EC3","Doctores & Profesionales de la Salud",0,"Norte Europa","Reino Unido ",8,10
"1507386R","Riggs Ernest","Hombre ",19631113,"Casado/a ","Albert-Rosshaupter-Strasse 18, München","Ama de Casa ",1,"Norte Europa","Reino Unido ",6,8
"1507387B","Bush Charles","Hombre ",19630109,"Soltero/a","57 West Smithfield (Barbican) ,London SW1 ","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",10,6
"1310780P","Prieto Puig Francisco ","Hombre ",19111212,"Soltero/a","C/ Dos de mayo 65 08021 Barcelona ","Gerentes & Directivos ",0,"Sur Europa","España",9,10
"1310781M","Mackenzie Eve ","Mujer",19370111,"Soltero/a","423 16 St  Miami, FL 33014","Architectos,Decoradores & Humanistas",0,"Norteamérica","Estados Unidos",6,7
"1376316W","Warburton Esther","Mujer",19591003,"Casado/a ","Residenzstr. 21, München","Gerentes & Directivos ",3,"Norte Europa","Reino Unido ",14,15
"1376317O","Oxley Michael ","Hombre ",19760813,"Soltero/a","1380 NE Miami Gardens Dr  Miami, FL 33023 ","Economistas,Abogados & Admin.Empresas ",0,"Norteamérica","Estados Unidos",16,16
"1310782W","Walker Adrian ","Hombre ",19440809,"Divorciado/a ","37 Broadgate Circle (Liverpool St.) ,London SW1 ","Economistas,Abogados & Admin.Empresas ",3,"Norte Europa","Reino Unido ",7,10
"1310783W","Walker David","Hombre ",19760203,"Soltero/a","38 King Street ,London NW1","Ingenieros & Especialistas",0,"Norte Europa","Reino Unido ",7,10
"1376318G","Gentle James","Hombre ",19551207,"Casado/a ","35 Lispenard St  New York, NY 10013 ","Gerentes & Directivos ",2,"Norteamérica","Estados Unidos",10,11
"1376319E","Estrada Guerrero Itziar ","Mujer",19770327,"Soltero/a","C/ Panamá 58 08026 Barcelona","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",4,8
"1441852J","Jones Gerald","Hombre ",19711120,"Divorciado/a ","3 Rue Cambon , 75003 Paris","Ingenieros & Especialistas",0,"Norte Europa","Reino Unido ",9,14
"1441853L","Loyal ","Empresa",19660609,,"1800 NE 6th Ct  Fort Lauderdale, FL 33028 ","Catering",,"Norteamérica","Estados Unidos",12,18
"1507388F","Force Jane","Mujer",19630821,"Divorciado/a ","Rosenstr. 9, München","Gerentes & Directivos ",2,"Norte Europa","Reino Unido ",11,7
"1507389H","Hetfield Hugh ","Hombre ",19270105,"Soltero/a","31 Coupar Street ,Liverpool L69 7HY ","Economistas,Abogados & Admin.Empresas ",1,"Norte Europa","Reino Unido ",5,10
"1441854F","Foley Nicholas","Hombre ",19570828,"Soltero/a","1133 Madison Ave  New York, NY 10009","Ingenieros & Especialistas",0,"Norteamérica","Estados Unidos",1,8
"1441855R","Roca Sacristán Vicente","Hombre ",19400123,"Casado/a ","Gran Vía, 67, Ascensores A, 8º Izda., Madrid 28016","Architectos,Decoradores & Humanistas",1,"Sur Europa","España",4,8
"1507390C","Corns Clare ","Mujer",19750701,"Soltero/a","Schwanthalerstrasse 15, München ","Economistas,Abogados & Admin.Empresas ",0,"Norte Europa","Reino Unido ",9,12
"1507391M","Mahant","Empresa",19790910,,"160 Rue du Château , 75001 Paris","Catering",,"Norte Europa","Reino Unido ",26,41
"1572912G","Grubb Emily ","Mujer",19770328,"Soltero/a","44-48 Clapham High Street (Highbury & Islington) ,London SW1","Gerentes & Directivos ",0,"Norte Europa","Reino Unido ",12,11
"1572913S","Shannon Alexander ","Hombre ",19730508,"Divorciado/a ","199 Boulevard Brune , 75001 Paris ","Doctores & Profesionales de la Salud",2,"Norte Europa","Reino Unido ",11,14
"1638448T","Tait","Empresa",19600731,,"Degà Miquel Julià 1 08010 Barcelona ","Catering",,"Sur Europa","España",14,25
"1638449W","Wiffort Judith","Mujer",19450510,"Casado/a ","441 Battersea Park Road ,London NW1 ","Architectos,Decoradores & Humanistas",2,"Norte Europa","Reino Unido ",5,9
"1572914P","Piqueras Nieto Ester","Mujer",19380622,"Casado/a ","via Alessandro Farnese, 30 Roma ","Architectos,Decoradores & Humanistas",1,"Sur Europa","España",7,8
"1572915R","Riera Herránz Julia ","Mujer",19770317,"Soltero/a","via Montebello, 109 Roma","Architectos,Decoradores & Humanistas",0,"Sur Europa","España",14,10
"1638450S","Shannon Jhon","Hombre ",19481031,"Soltero/a","Schellingstraße 60, München ","Economistas,Abogados & Admin.Empresas ",0,"Norte Europa","Reino Unido ",11,6
"1638451B","Burton Mary ","Mujer",19610510,"Casado/a ","29 Romilly Street ,London SW1 ","Gerentes & Directivos ",2,"Norte Europa","Reino Unido ",16,13
"1703984E","Efemey William","Hombre ",19591218,"Soltero/a","63 Clerkenwell Road ,London W2","Economistas,Abogados & Admin.Empresas ",1,"Norte Europa","Reino Unido ",7,11
"1703985S","Skydel Agatha ","Mujer",19441221,"Soltero/a","Piccadilly ,London EC3","Doctores & Profesionales de la Salud",0,"Norte Europa","Reino Unido ",5,10
"1769520M","Mackintosh James","Hombre ",19430621,"Soltero/a","61 Gloucester Road ,London EC3","Economistas,Abogados & Admin.Empresas ",0,"Norte Europa","Reino Unido ",11,12
"1769521L","Langford Elisabeth","Mujer",19770604,"Soltero/a","1 New York Plz Lowr Level  New York, NY 10014 ","Gerentes & Directivos ",0,"Norteamérica","Estados Unidos",14,12
"1703986V","Vázquez Vilanova Jesus","Hombre ",19530314,"Casado/a ","Via Fabrio Filzi 43 , Milano","Ingenieros & Especialistas",2,"Sur Europa","España",4,6
"1703987N","Nilalochan","Empresa",19501017,,"463 W Broadway  New York, NY 10007","Catering",,"Norteamérica","Estados Unidos",2,10
"1769522B","Barney Caroline ","Mujer",19781011,"Soltero/a","2 Bellevue Road ,London SW1 ","Ingenieros & Especialistas",0,"Norte Europa","Reino Unido ",6,7
"1769523W","Wood Jennifer ","Mujer",19350513,"Soltero/a","40 Beltane Street ,Liverpool L69 3BX","Ingenieros & Especialistas",0,"Norte Europa","Reino Unido ",6,9
"1572916P","Pasteur Steakhouse","Empresa",19411115,,"5 Rue Gavarni , 75002 Paris ","Alimentación",,"Norte Europa","Reino Unido ",7,12
"1572917A","Avani ","Empresa",19520513,,"354 E 66th St  New York, NY 10004 ","Catering",,"Norteamérica","Estados Unidos",6,11
"1638452C","Coffee Casa ","Empresa",19660619,,"7-9 St James Street (Green Park) ,London SW1","Alimentación",,"Norte Europa","Reino Unido ",23,29
"1638453S","Sandoval Romero Alberto ","Hombre ",19680814,"Casado/a ","Via De'Lamberti, 5 ,Florencia ","Economistas,Abogados & Admin.Empresas ",0,"Sur Europa","España",1,9
"1572918C","Casado Conesa Narciso ","Hombre ",19161209,"Divorciado/a ","Via Lorenteggio 278 , Milano","Economistas,Abogados & Admin.Empresas ",1,"Sur Europa","España",0,9
"1572919W","Warburton Edgar ","Hombre ",19711206,"Divorciado/a ","14 E 52nd St  New York, NY 10008","Economistas,Abogados & Admin.Empresas ",2,"Norteamérica","Estados Unidos",5,7
"1638454S","Stratton David","Hombre ",19281112,"Casado/a ","112-114 Bath Road ,London EC1 ","Ingenieros & Especialistas",3,"Norte Europa","Reino Unido ",3,9
"1638455W","Wiffort Lewis ","Hombre ",19531218,"Soltero/a","3, Rue de Brey , 75003 Paris","Doctores & Profesionales de la Salud",0,"Norte Europa","Reino Unido ",8,10
"1703988B","Birch Agatha","Mujer",19470307,"Soltero/a","Heiglhofstrasse 18, München ","Economistas,Abogados & Admin.Empresas ",0,"Norte Europa","Reino Unido ",7,8
"1703989S","Shannon Tony","Hombre ",19710110,"Casado/a ","190 Bleecker St  New York, NY 10012 ","Ama de Casa ",2,"Norteamérica","Estados Unidos",0,7
"1769524M","Mackenzie William ","Hombre ",19631022,"Casado/a ","511 E 12th St  New York, NY 10015 ","Architectos,Decoradores & Humanistas",2,"Norteamérica","Estados Unidos",1,7
"1769525P","Price Gregory ","Hombre ",19460307,"Casado/a ","56 Arlington Street ,Liverpool L3 5UX ","Ingenieros & Especialistas",2,"Norte Europa","Reino Unido ",4,10
"1703990C","Cruise Gregory","Hombre ",19590109,"Casado/a ","242 10th Ave  New York, NY 10003","Architectos,Decoradores & Humanistas",2,"Norteamérica","Estados Unidos",2,11
"1703991W","Wigens Esther ","Mujer",19571006,"Casado/a ","240 E 81st St  New York, NY 10009 ","Gerentes & Directivos ",0,"Norteamérica","Estados Unidos",8,13
"1769526N","Noma","Empresa",19650501,,"81 Winter Street ,Liverpool L69 2DH ","Catering",,"Norte Europa","Reino Unido ",6,10
"1769527A","Atlas ","Empresa",19421018,,"128 King Henry'S Road ,London EC1 ","Servicios ",,"Norte Europa","Reino Unido ",12,14
"1835056T","Tajo","Empresa",19310111,,"Viale Regina Margherita 15 , Milano ","Catering",,"Sur Europa","España",11,11
"1835057H","Hill Caroline ","Mujer",19620421,"Casado/a ","175 Avenue C  New York, NY 10005","Doctores & Profesionales de la Salud",3,"Norteamérica","Estados Unidos",6,10
"1900592C","Callejo Valls Alberto ","Hombre ",19470827,"Casado/a ","Via Scarlatti 22 , Milano ","Architectos,Decoradores & Humanistas",1,"Sur Europa","España",4,10
"1900593A","Ashton Henry","Hombre ",19750530,"Casado/a ","1881 SE 17th St  Fort Lauderdale, FL 33026","Gerentes & Directivos ",0,"Norteamérica","Estados Unidos",4,8
"1835058M","Moreno Muniesa Carmen ","Mujer",19651208,"Divorciado/a ","Via della Scala, 7 ,Florencia ","Architectos,Decoradores & Humanistas",0,"Sur Europa","España",5,9
"1835059C","Carrasco Carmona Julia","Mujer",19310728,"Divorciado/a ","Alberri 18 08017 Barcelona","Architectos,Decoradores & Humanistas",1,"Sur Europa","España",3,10
"1900594A","Appleton Jhon ","Hombre ",19670206,"Divorciado/a ","17 Rue du Départ , 75002 Paris","Economistas,Abogados & Admin.Empresas ",2,"Norte Europa","Reino Unido ",25,28
"1900595B","Ballester Cano Mario","Hombre ",19650122,"Casado/a ","Gran Vía, 67, Ascensores A, 8º Izda., Madrid 28016","Ingenieros & Especialistas",2,"Sur Europa","España",5,8
